time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461000000	-22.4167	-8.33469	4.61446	2.66669	-0.446826	lidar	1.51251	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6045	-8.22649	4.56303	2.6383	-0.459799	radar	0.766632	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8611	-7.95352	4.82713	2.54912	-0.540467	lidar	6.53693	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0508	-7.80438	4.75674	2.50022	-0.588503	radar	3.3593	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2854	-7.61448	4.88435	2.45816	-0.603575	lidar	2.24477	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4883	-7.47097	4.9505	2.45118	-0.554892	radar	1.84178	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6506	-7.33457	4.87872	2.4287	-0.548879	lidar	0.720195	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8445	-7.16851	4.9227	2.40674	-0.535218	radar	0.893299	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9972	-7.09441	4.74845	2.41049	-0.500136	lidar	2.16326	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1656	-6.91113	4.75304	2.37117	-0.523754	radar	1.95501	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3346	-6.64081	4.90795	2.30739	-0.567548	lidar	3.07765	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.502	-6.46336	4.87979	2.27469	-0.58487	radar	3.48238	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5902	-6.34592	4.67784	2.25486	-0.573898	lidar	5.24598	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7307	-6.15993	4.68019	2.22537	-0.573	radar	0.299965	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9182	-5.94324	4.78981	2.19905	-0.570398	lidar	2.84953	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.05	-5.73634	4.81036	2.16854	-0.567838	radar	1.84099	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1803	-5.5723	4.74421	2.15081	-0.555643	lidar	0.350264	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3347	-5.38513	4.78298	2.1462	-0.510413	radar	1.32197	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4827	-5.1516	4.86282	2.11747	-0.514164	lidar	0.606123	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6132	-4.97744	4.83802	2.11694	-0.463823	radar	6.24845	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7254	-4.81559	4.74114	2.10311	-0.45296	lidar	0.544604	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8463	-4.60847	4.75601	2.08424	-0.443395	radar	0.168686	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9628	-4.35424	4.84443	2.0509	-0.456511	lidar	0.524621	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0709	-4.13231	4.80453	2.0032	-0.522726	radar	11.2625	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1662	-3.83261	4.95712	1.95699	-0.546107	lidar	1.72855	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2399	-3.59129	4.93528	1.90248	-0.60945	radar	3.42337	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2673	-3.32542	4.95789	1.84971	-0.63429	lidar	4.20919	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3175	-3.07755	4.95884	1.80358	-0.664059	radar	0.354913	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3382	-2.8535	4.89972	1.76291	-0.672686	lidar	1.4811	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3966	-2.63048	4.87356	1.74335	-0.647252	radar	1.55175	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.468	-2.50519	4.65103	1.73831	-0.619763	lidar	5.80952	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5237	-2.27284	4.67158	1.72392	-0.584622	radar	1.13308	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5724	-2.0852	4.58706	1.70539	-0.573651	lidar	1.00275	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6036	-1.85262	4.60253	1.68786	-0.543662	radar	2.06546	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6027	-1.59407	4.65628	1.649	-0.556235	lidar	1.21838	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.5993	-1.37099	4.63032	1.60566	-0.589727	radar	1.59329	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6032	-1.14077	4.62776	1.576	-0.589946	lidar	0.000911234	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6327	-0.92263	4.60565	1.56229	-0.567294	radar	5.12765	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6451	-0.658753	4.68302	1.53919	-0.560761	lidar	0.707709	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6323	-0.415923	4.70937	1.49953	-0.591373	radar	2.29033	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5875	-0.0988423	4.88693	1.45935	-0.601365	lidar	2.63049	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5682	0.143923	4.89252	1.43029	-0.60602	radar	2.75332	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5444	0.451168	5.03563	1.40613	-0.597618	lidar	1.35822	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5329	0.692816	5.00624	1.40001	-0.551853	radar	1.84602	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5253	0.979848	5.0921	1.38801	-0.534031	lidar	2.63597	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4872	1.25115	5.11774	1.38389	-0.477835	radar	6.77863	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4312	1.47467	5.05982	1.35651	-0.482193	lidar	0.241258	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3922	1.68815	4.9752	1.34371	-0.457911	radar	8.52056	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3391	1.8825	4.872	1.31949	-0.460295	lidar	0.565777	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2705	2.11259	4.86988	1.28952	-0.476397	radar	0.295802	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2105	2.28968	4.74672	1.26449	-0.478838	lidar	0.837259	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.148	2.5118	4.71848	1.25318	-0.449083	radar	0.66492	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0694	2.75978	4.77222	1.23248	-0.446576	lidar	0.153084	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9739	2.98223	4.8075	1.1881	-0.50097	radar	2.99603	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8694	3.2788	4.97088	1.16823	-0.493317	lidar	1.42973	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7859	3.51133	4.97556	1.149	-0.48915	radar	2.11888	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6815	3.70252	4.90401	1.11951	-0.495699	lidar	0.315157	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5651	3.90807	4.88618	1.08766	-0.50835	radar	1.14806	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5014	4.07285	4.75015	1.07132	-0.500627	lidar	3.70736	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.379	4.27044	4.73964	1.04102	-0.509375	radar	0.585169	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2167	4.49893	4.82023	1.00722	-0.517124	lidar	2.11512	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0672	4.69221	4.78457	0.983395	-0.497511	radar	8.96255	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9497	4.88469	4.76099	0.962981	-0.493054	lidar	0.399603	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.794	5.07379	4.76388	0.932578	-0.4977	radar	2.31851	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6227	5.29877	4.85605	0.907628	-0.495775	lidar	0.984219	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.45	5.47856	4.89666	0.863569	-0.535444	radar	0.871089	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2619	5.65182	4.90304	0.825988	-0.547302	lidar	1.2131	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0973	5.81078	4.88911	0.789076	-0.56865	radar	3.13489	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9232	5.96927	4.8664	0.757151	-0.573134	lidar	0.0457938	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7827	6.14852	4.73086	0.766159	-0.49049	radar	4.65998	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6176	6.30235	4.7091	0.740996	-0.491826	lidar	0.0576233	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.471	6.46866	4.64855	0.735404	-0.456052	radar	1.62206	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2378	6.71618	4.87424	0.727896	-0.432723	lidar	4.45807	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0437	6.85368	4.8313	0.699974	-0.433567	radar	5.50966	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8278	7.03373	4.91137	0.679889	-0.429828	lidar	0.979411	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6148	7.16972	4.93835	0.642543	-0.456794	radar	1.58311	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4319	7.31064	4.90966	0.621686	-0.455273	lidar	0.31408	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1985	7.44511	5.03136	0.574091	-0.509414	radar	2.40845	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0163	7.60657	5.03056	0.564863	-0.491224	lidar	2.10778	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8317	7.78134	4.97011	0.575448	-0.426917	radar	5.71358	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6252	7.92162	4.97616	0.557329	-0.423121	lidar	0.0453828	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4359	8.05377	4.92367	0.545605	-0.406087	radar	1.6165	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2205	8.07192	4.78059	0.484039	-0.456161	lidar	4.53548	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0317	8.21918	4.68294	0.496154	-0.38764	radar	5.79644	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8548	8.37465	4.69868	0.499809	-0.3609	lidar	3.07472	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6093	8.49027	4.83044	0.466476	-0.395177	radar	4.74427	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3536	8.63901	4.9437	0.457312	-0.380276	lidar	1.37314	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1573	8.76732	4.8498	0.463906	-0.329352	radar	1.59944	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9633	8.86363	4.80067	0.446614	-0.331444	lidar	0.546638	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7677	8.9754	4.71892	0.446752	-0.296727	radar	1.03197	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5494	9.0453	4.69052	0.418585	-0.312579	lidar	0.57489	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3055	9.15615	4.79405	0.400597	-0.322923	radar	4.70763	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0113	9.25925	4.92479	0.379562	-0.325686	lidar	6.16826	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7959	9.34012	4.90416	0.359552	-0.333681	radar	1.67161	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5354	9.44937	4.98169	0.349679	-0.324116	lidar	0.738858	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2665	9.48361	5.08507	0.293487	-0.39526	radar	5.55492	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9605	9.62856	5.26613	0.298641	-0.362408	lidar	2.79521	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7119	9.72951	5.20346	0.303982	-0.313981	radar	2.95031	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4334	9.83938	5.28784	0.29994	-0.298589	lidar	0.618435	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1805	9.9239	5.30164	0.287601	-0.296863	radar	0.378639	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.906	10.0472	5.38434	0.291998	-0.273067	lidar	0.672609	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6458	10.1219	5.3878	0.277556	-0.274125	radar	0.0302631	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4035	10.219	5.38207	0.275118	-0.261472	lidar	1.09997	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1404	10.2951	5.41088	0.260825	-0.267575	radar	0.435347	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9214	10.2972	5.27523	0.223241	-0.297792	lidar	1.37602	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6731	10.3638	5.2379	0.217073	-0.280395	radar	0.246678	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4704	10.336	5.07261	0.171931	-0.319792	lidar	2.15173	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1635	10.3721	5.27417	0.138565	-0.360598	radar	7.63977	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9039	10.423	5.2841	0.127461	-0.352201	lidar	0.193088	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6677	10.4524	5.10979	0.125534	-0.306891	radar	6.5118	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4371	10.4066	5.0158	0.0783718	-0.346979	lidar	2.14649	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1785	10.4289	5.02489	0.064011	-0.34098	radar	0.55235	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8547	10.5978	5.25087	0.114255	-0.254193	lidar	7.76652	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6003	10.6597	5.17246	0.128991	-0.19968	radar	1.81761	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3598	10.6509	5.11848	0.101179	-0.222054	lidar	0.616279	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0963	10.6755	5.15279	0.0876351	-0.228714	radar	0.251069	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8379	10.7735	5.2018	0.109215	-0.188696	lidar	3.92986	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5706	10.8264	5.2132	0.114247	-0.165543	radar	1.29996	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3491	10.7819	5.09912	0.0742349	-0.20466	lidar	1.94903	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0949	10.8161	5.07003	0.0766375	-0.180285	radar	0.489872	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8463	10.8836	5.09034	0.088332	-0.155671	lidar	2.06928	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5667	10.9054	5.14809	0.0800433	-0.157245	radar	2.72726	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.344	10.9157	5.07822	0.0674122	-0.163894	lidar	0.728738	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.076	10.8504	5.24934	-0.00515464	-0.289291	radar	9.1524	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7764	10.825	5.31076	-0.0278735	-0.297799	lidar	2.7103	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5212	10.823	5.2719	-0.0370546	-0.286138	radar	0.271686	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2918	10.8128	5.20748	-0.0524766	-0.28883	lidar	1.02201	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0495	10.8652	5.03388	-0.0171067	-0.191929	radar	6.532	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78439	10.9174	5.08299	-0.00163163	-0.161306	lidar	2.08889	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.56388	10.8902	5.00216	-0.021833	-0.17565	radar	3.84273	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.29826	10.9212	5.04749	-0.0140592	-0.155522	lidar	0.757812	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.05958	10.8964	4.99392	-0.0280783	-0.158029	radar	2.50977	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.78821	10.9335	5.05417	-0.0159115	-0.133765	lidar	1.10832	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.55731	10.8847	4.99351	-0.0422792	-0.157229	radar	6.30535	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.41116	10.7967	4.7596	-0.0887551	-0.205236	lidar	4.23823	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.16584	10.8048	4.74254	-0.0794601	-0.17155	radar	1.50379	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.79977	10.8689	5.02629	-0.0424999	-0.113311	lidar	6.36227	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.53771	10.8694	5.00734	-0.0331145	-0.0804215	radar	1.97574	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.25547	10.8619	5.07297	-0.0342968	-0.0762462	lidar	0.675081	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.02308	10.8925	4.97134	-0.00727642	-0.0153126	radar	3.27114	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
